work_order_id	cut_work_id	cut_title	cut_creator	cut_rank	cut_risk_score	cut_source_debt_status	cut_evidence_count	cut_generic_title_flag	cut_duplicate_cluster_key	cut_duplicate_cluster_size	cut_chronology_issue_count	cut_boundary_flag	paired_add_work_ids	paired_add_titles	pair_queue_ids	review_priority	review_focus	next_action
x050_cut_review_0001	work_candidate_wave002_longfellow_selected_poems	Selected Poems	Henry Wadsworth Longfellow	889	7.00	open_no_evidence	0	true	selected poems	106	2	false	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	x049_pair_review_0003	7.350	generic_title_selection_basis;duplicate_cluster;chronology;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0002	work_candidate_scale_lit_archilochus_poems	Selected Poems	Archilochus	48	6.00	open_no_evidence	0	true	selected poems	106	0	false	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	x049_pair_review_0006	7.350	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0003	work_candidate_eastasia_lit_cao_cao_poems	Selected Poems	Cao Cao	180	6.00	open_no_evidence	0	true	selected poems	106	0	false	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	x049_pair_review_0005	7.350	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0004	work_candidate_eastasia_lit_cao_zhi_poems	Selected Poems	Cao Zhi	181	6.00	open_no_evidence	0	true	selected poems	106	0	false	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	x049_pair_review_0004	7.350	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0005	work_candidate_eastasia_lit_ruan_ji_poems	Selected Poems	Ruan Ji	182	6.00	open_no_evidence	0	true	selected poems	106	0	false	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	x049_pair_review_0002	7.350	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0006	work_candidate_eastasia_lit_bao_zhao_poems	Selected Poems	Bao Zhao	200	6.00	open_no_evidence	0	true	selected poems	106	0	false	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	x049_pair_review_0010	7.350	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0007	work_candidate_indig_lit_ariruma_kowii_poems	Selected Poems	Ariruma Kowii	2684	6.00	open_no_evidence	0	true	selected poems	106	0	false	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	x049_pair_review_0007	7.350	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0008	work_candidate_indig_lit_briceida_poems	Selected Poems	Briceida Cuevas Cob	2685	6.00	open_no_evidence	0	true	selected poems	106	0	false	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	x049_pair_review_0008	7.350	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0009	work_candidate_indig_lit_akabal_poems	Selected Poems	Humberto Ak'abal	2686	6.00	open_no_evidence	0	true	selected poems	106	0	false	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	x049_pair_review_0009	7.350	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0010	work_candidate_indig_lit_hubert_matiuwaa_poems	Selected Poems	Hubert Matiuwaa	2696	6.00	open_no_evidence	0	true	selected poems	106	0	false	work_candidate_source_loa_brown_narrative	Narrative of William W. Brown, A Fugitive Slave. Written by Himself	x049_pair_review_0001	7.350	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0011	work_candidate_completion_lit_peretz_stories	Selected Stories	I. L. Peretz	1773	4.70	open_no_evidence	0	true	selected stories	7	0	false	work_candidate_source_loa_brown_narrative;work_candidate_source_broadview_hrotsvitha_abraham	Narrative of William W. Brown, A Fugitive Slave. Written by Himself;Abraham	x049_pair_review_0012;x049_pair_review_0063	6.700	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0012	work_candidate_global_lit_manto_selected_stories	Selected Stories	Saadat Hasan Manto	1774	4.70	open_no_evidence	0	true	selected stories	7	0	false	work_candidate_source_loa_brown_narrative;work_candidate_source_broadview_hrotsvitha_abraham	Narrative of William W. Brown, A Fugitive Slave. Written by Himself;Abraham	x049_pair_review_0013;x049_pair_review_0062	6.700	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0013	work_candidate_latcarib_lit_silvina_ocampo_stories	Selected Stories	Silvina Ocampo	1775	4.70	open_no_evidence	0	true	selected stories	7	0	false	work_candidate_source_loa_brown_narrative;work_candidate_source_broadview_hrotsvitha_abraham	Narrative of William W. Brown, A Fugitive Slave. Written by Himself;Abraham	x049_pair_review_0014;x049_pair_review_0061	6.700	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0014	work_candidate_bloom_reviewed_welty_stories	Selected Stories	Eudora Welty	1776	4.70	open_no_evidence	0	true	selected stories	7	0	false	work_candidate_source_loa_brown_narrative;work_candidate_source_broadview_hrotsvitha_abraham	Narrative of William W. Brown, A Fugitive Slave. Written by Himself;Abraham	x049_pair_review_0015;x049_pair_review_0064	6.700	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0015	work_candidate_southasia_lit_pudhumaipithan_stories	Selected Stories	Pudhumaipithan	1777	4.70	open_no_evidence	0	true	selected stories	7	0	false	work_candidate_source_loa_brown_narrative;work_candidate_source_broadview_hrotsvitha_abraham	Narrative of William W. Brown, A Fugitive Slave. Written by Himself;Abraham	x049_pair_review_0011;x049_pair_review_0065	6.700	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0016	work_candidate_bloom_gap_031_0015_poems	Poems	Alcman	53	4.60	open_no_evidence	0	true	poems	6	0	false	work_candidate_source_aap_harper_bury_me_free_land;work_candidate_source_broadview_hrotsvitha_abraham	Bury Me in a Free Land;Abraham	x049_pair_review_0016;x049_pair_review_0067	5.850	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0017	work_candidate_bloom_marvell_poems	Poems	Andrew Marvell	575	4.60	open_no_evidence	0	true	poems	6	0	false	work_candidate_source_aap_harper_bury_me_free_land;work_candidate_source_broadview_hrotsvitha_abraham	Bury Me in a Free Land;Abraham	x049_pair_review_0017;x049_pair_review_0066	5.850	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0018	work_candidate_eastasia_lit_buson_haiku	Selected Haiku	Yosa Buson	660	4.40	open_no_evidence	0	true	selected haiku	4	0	false	work_candidate_source_aap_harper_bury_me_free_land;work_candidate_source_broadview_hrotsvitha_abraham	Bury Me in a Free Land;Abraham	x049_pair_review_0019;x049_pair_review_0070	5.750	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0019	work_candidate_eastasia_lit_issa_haiku	Selected Haiku	Kobayashi Issa	907	4.40	open_no_evidence	0	true	selected haiku	4	0	false	work_candidate_source_aap_harper_bury_me_free_land;work_candidate_source_broadview_hrotsvitha_abraham	Bury Me in a Free Land;Abraham	x049_pair_review_0020;x049_pair_review_0069	5.750	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0020	work_candidate_eastasia_lit_shiki_haiku	Selected Haiku	Masaoka Shiki	908	4.40	open_no_evidence	0	true	selected haiku	4	0	false	work_candidate_source_aap_harper_bury_me_free_land;work_candidate_source_broadview_hrotsvitha_abraham	Bury Me in a Free Land;Abraham	x049_pair_review_0018;x049_pair_review_0068	5.750	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0021	work_candidate_me_lit_navai_ghazals	Selected Ghazals	Ali-Shir Nava'i	434	4.30	open_no_evidence	0	true	selected ghazals	3	0	false	work_candidate_source_aap_harper_bury_me_free_land;work_candidate_source_broadview_hrotsvitha_abraham	Bury Me in a Free Land;Abraham	x049_pair_review_0023;x049_pair_review_0072	5.700	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0022	work_candidate_mandatory_saib_tabrizi_ghazals	Selected Ghazals	Saib Tabrizi	589	4.30	open_no_evidence	0	true	selected ghazals	3	0	false	work_candidate_source_aap_harper_bury_me_free_land;work_candidate_source_broadview_hrotsvitha_abraham	Bury Me in a Free Land;Abraham	x049_pair_review_0022;x049_pair_review_0073	5.700	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0023	work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0364_odes	"""Odes"""	Ugo Foscolo	752	4.30	open_no_evidence	0	true	odes	3	0	false	work_candidate_source_aap_harper_bury_me_free_land;work_candidate_source_broadview_hrotsvitha_abraham	Bury Me in a Free Land;Abraham	x049_pair_review_0021;x049_pair_review_0071	5.700	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0024	work_candidate_eastasia_lit_xin_qiji_ci	Selected Ci Poems	Xin Qiji	329	4.20	open_no_evidence	0	true	selected ci poems	2	0	false	work_candidate_source_aap_harper_bury_me_free_land;work_candidate_source_broadview_hrotsvitha_abraham	Bury Me in a Free Land;Abraham	x049_pair_review_0025;x049_pair_review_0074	5.650	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0025	work_candidate_eastasia_lit_li_qingzhao_ci	Selected Ci Poems	Li Qingzhao	330	4.20	open_no_evidence	0	true	selected ci poems	2	0	false	work_candidate_source_aap_harper_bury_me_free_land;work_candidate_source_broadview_hrotsvitha_abraham	Bury Me in a Free Land;Abraham	x049_pair_review_0024;x049_pair_review_0075	5.650	generic_title_selection_basis;duplicate_cluster;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0026	work_candidate_bloom_maupassant_selected_stories	Boule de Suif and Selected Stories	Guy de Maupassant	919	5.00	open_no_evidence	0	true	""	0	2	false	work_candidate_source_aap_harper_bury_me_free_land;work_candidate_source_loa_nat_turner_confessions	Bury Me in a Free Land;The Confessions of Nat Turner	x049_pair_review_0027;x049_pair_review_0047	5.550	generic_title_selection_basis;chronology;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0027	work_candidate_mandatory_burns_poems_chiefly	Poems, Chiefly in the Scottish Dialect	Robert Burns	712	4.00	closed_by_independent_external_support	3	true	selected poems	106	0	false	work_candidate_source_aap_harper_bury_me_free_land;work_candidate_source_loa_nat_turner_confessions	Bury Me in a Free Land;The Confessions of Nat Turner	x049_pair_review_0030;x049_pair_review_0050	5.550	generic_title_selection_basis;duplicate_cluster	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0028	work_candidate_wave003_arnold_dover_beach	Dover Beach and Selected Poems	Matthew Arnold	858	4.00	open_no_evidence	0	true	""	0	0	false	work_candidate_source_aap_harper_bury_me_free_land;work_candidate_source_loa_nat_turner_confessions	Bury Me in a Free Land;The Confessions of Nat Turner	x049_pair_review_0028;x049_pair_review_0048	5.550	generic_title_selection_basis;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0029	work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0857_a_longing_for_the_light_selected_poems	A Longing for the Light: Selected Poems	Vicente Aleixandre	1217	4.00	open_no_evidence	0	true	""	0	0	false	work_candidate_source_aap_harper_bury_me_free_land;work_candidate_source_loa_nat_turner_confessions	Bury Me in a Free Land;The Confessions of Nat Turner	x049_pair_review_0026;x049_pair_review_0046	5.550	generic_title_selection_basis;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0030	work_candidate_global_lit_prison_notebooks_poems	Poems from Prison	Ho Chi Minh	1635	4.00	open_no_evidence	0	true	""	0	0	false	work_candidate_source_aap_harper_bury_me_free_land;work_candidate_source_loa_nat_turner_confessions	Bury Me in a Free Land;The Confessions of Nat Turner	x049_pair_review_0029;x049_pair_review_0049	5.550	generic_title_selection_basis;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0031	work_candidate_eastasia_lit_yuefu_songs	Selected Yuefu Songs	Han and post-Han poetic tradition	131	4.00	open_no_evidence	0	true	""	0	0	false	work_candidate_source_loa_gronniosaw_narrative;work_candidate_source_loa_nat_turner_confessions	Narrative of James Albert Ukawsaw Gronniosaw;The Confessions of Nat Turner	x049_pair_review_0036;x049_pair_review_0056	5.400	generic_title_selection_basis;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0032	work_candidate_me_lit_baba_taher_quatrains	Quatrains	Baba Taher	295	4.00	open_no_evidence	0	true	""	0	0	false	work_candidate_source_loa_gronniosaw_narrative;work_candidate_source_loa_nat_turner_confessions	Narrative of James Albert Ukawsaw Gronniosaw;The Confessions of Nat Turner	x049_pair_review_0031;x049_pair_review_0051	5.400	generic_title_selection_basis;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0033	work_candidate_global_lit_hwang_jini_sijo	Selected Sijo	Hwang Jini	479	4.00	open_no_evidence	0	true	""	0	0	false	work_candidate_source_loa_gronniosaw_narrative;work_candidate_source_loa_nat_turner_confessions	Narrative of James Albert Ukawsaw Gronniosaw;The Confessions of Nat Turner	x049_pair_review_0035;x049_pair_review_0055	5.400	generic_title_selection_basis;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0034	work_candidate_southasia_lit_tukaram_abhangas	Selected Abhangas	Tukaram	576	4.00	open_no_evidence	0	true	""	0	0	false	work_candidate_source_loa_gronniosaw_narrative;work_candidate_source_loa_nat_turner_confessions	Narrative of James Albert Ukawsaw Gronniosaw;The Confessions of Nat Turner	x049_pair_review_0032;x049_pair_review_0052	5.400	generic_title_selection_basis;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0035	work_candidate_southasia_lit_bulleh_shah_kafis	Selected Kafis	Bulleh Shah	661	4.00	open_no_evidence	0	true	""	0	0	false	work_candidate_source_loa_gronniosaw_narrative;work_candidate_source_loa_nat_turner_confessions	Narrative of James Albert Ukawsaw Gronniosaw;The Confessions of Nat Turner	x049_pair_review_0033;x049_pair_review_0053	5.400	generic_title_selection_basis;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0036	work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0864_selected_poems_of_luis_cernuda	Selected Poems of Luis Cernuda	Luis Cernuda	1223	4.00	open_no_evidence	0	true	""	0	0	false	work_candidate_source_loa_gronniosaw_narrative;work_candidate_source_loa_nat_turner_confessions	Narrative of James Albert Ukawsaw Gronniosaw;The Confessions of Nat Turner	x049_pair_review_0034;x049_pair_review_0054	5.400	generic_title_selection_basis;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0037	work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0892_the_collected_stories_of_colette	The Collected Stories of Colette	Colette	1238	4.00	open_no_evidence	0	true	""	0	0	false	work_candidate_source_loa_gronniosaw_narrative;work_candidate_source_loa_nat_turner_confessions	Narrative of James Albert Ukawsaw Gronniosaw;The Confessions of Nat Turner	x049_pair_review_0040;x049_pair_review_0060	5.400	generic_title_selection_basis;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0038	work_candidate_scale2_lit_sonnets_to_orpheus	Sonnets to Orpheus	Rainer Maria Rilke	1415	4.00	open_no_evidence	0	true	""	0	0	false	work_candidate_source_loa_gronniosaw_narrative;work_candidate_source_loa_nat_turner_confessions	Narrative of James Albert Ukawsaw Gronniosaw;The Confessions of Nat Turner	x049_pair_review_0037;x049_pair_review_0057	5.400	generic_title_selection_basis;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0039	work_candidate_scale5_lit_lottery_stories	The Lottery and Other Stories	Shirley Jackson	1716	4.00	open_no_evidence	0	true	""	0	0	false	work_candidate_source_loa_gronniosaw_narrative	Narrative of James Albert Ukawsaw Gronniosaw	x049_pair_review_0043	5.400	generic_title_selection_basis;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0040	work_candidate_global_lit_burning_plain	The Burning Plain	Juan Rulfo	1816	4.00	open_no_evidence	0	true	""	0	0	false	work_candidate_source_loa_gronniosaw_narrative;work_candidate_source_loa_nat_turner_confessions	Narrative of James Albert Ukawsaw Gronniosaw;The Confessions of Nat Turner	x049_pair_review_0039;x049_pair_review_0059	5.400	generic_title_selection_basis;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0041	work_candidate_latcarib_lit_book_sand	The Book of Sand	Jorge Luis Borges	2194	4.00	open_no_evidence	0	true	""	0	0	false	work_candidate_source_loa_gronniosaw_narrative;work_candidate_source_loa_nat_turner_confessions	Narrative of James Albert Ukawsaw Gronniosaw;The Confessions of Nat Turner	x049_pair_review_0038;x049_pair_review_0058	5.400	generic_title_selection_basis;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0042	work_candidate_indig_lit_new_net_fishing	The New Net Goes Fishing	Witi Ihimaera	2235	4.00	open_no_evidence	0	true	""	0	0	false	work_candidate_source_loa_gronniosaw_narrative	Narrative of James Albert Ukawsaw Gronniosaw	x049_pair_review_0045	5.400	generic_title_selection_basis;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0043	work_candidate_euro_under_lit_encyclopedia_dead	The Encyclopedia of the Dead	Danilo Kis	2342	4.00	open_no_evidence	0	true	""	0	0	false	work_candidate_source_loa_gronniosaw_narrative	Narrative of James Albert Ukawsaw Gronniosaw	x049_pair_review_0041	5.400	generic_title_selection_basis;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0044	work_candidate_indig_lit_lone_ranger_tonto	The Lone Ranger and Tonto Fistfight in Heaven	Sherman Alexie	2546	4.00	open_no_evidence	0	true	""	0	0	false	work_candidate_source_loa_gronniosaw_narrative	Narrative of James Albert Ukawsaw Gronniosaw	x049_pair_review_0042	5.400	generic_title_selection_basis;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
x050_cut_review_0045	work_candidate_me_lit_madman_freedom_square	The Madman of Freedom Square	Hassan Blasim	2827	4.00	open_no_evidence	0	true	""	0	0	false	work_candidate_source_loa_gronniosaw_narrative	Narrative of James Albert Ukawsaw Gronniosaw	x049_pair_review_0044	5.400	generic_title_selection_basis;source_debt	review_cut_identity_source_support_selection_basis_before_pair_promotion
