diagnostic_id	diagnostic_type	subject	axis	cell_key	severity	priority_score	selected_count	candidate_count	source_item_count	evidence_count	matched_work_ids	source_ids	rationale	next_action
x028_source_cluster_foundation_and_manifesto_of_futurism	source_backed_unmatched_cluster	The Foundation and Manifesto of Futurism | THE FOUNDATION AND MANIFESTO OF FUTURISM	source_cluster	foundation and manifesto of futurism	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_general_prologue	source_backed_unmatched_cluster	The General Prologue	source_cluster	general prologue	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_infinite	source_backed_unmatched_cluster	The Infinite	source_cluster	infinite	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_oak_tree	source_backed_unmatched_cluster	The Oak Tree	source_cluster	oak tree	high	93	0	0	2	0	""	e017_columbia_traditional_japanese_lit_2007;longman_world_lit_2e_2009	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_pact	source_backed_unmatched_cluster	The Pact | A Pact	source_cluster	pact	high	93	0	0	2	0	""	longman_world_lit_2e_2009;oxford_modern_indian_poetry_1998	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_paulownia_court	source_backed_unmatched_cluster	The Paulownia Court	source_cluster	paulownia court	high	93	0	0	2	0	""	e017_columbia_traditional_japanese_lit_2007;longman_world_lit_2e_2009	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_prince	source_backed_unmatched_cluster	The Prince	source_cluster	prince	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_ramayana_of_valmiki	source_backed_unmatched_cluster	The Ramayana of Valmiki | THE RAMAYANA OF VALMIKI	source_cluster	ramayana of valmiki	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_rites	source_backed_unmatched_cluster	The Rites	source_cluster	rites	high	93	0	0	2	0	""	e017_columbia_traditional_japanese_lit_2007;longman_world_lit_2e_2009	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_sacred_tree	source_backed_unmatched_cluster	The Sacred Tree	source_cluster	sacred tree	high	93	0	0	2	0	""	e017_columbia_traditional_japanese_lit_2007;longman_world_lit_2e_2009	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_swan	source_backed_unmatched_cluster	The Swan	source_cluster	swan	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_tale_of_merchant_and_his_wife	source_backed_unmatched_cluster	The Tale of the Merchant and His Wife | [The Tale of the Merchant and His Wife]	source_cluster	tale of merchant and his wife	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_tyger	source_backed_unmatched_cluster	The Tyger	source_cluster	tyger	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_wife_of_bath_s_prologue	source_backed_unmatched_cluster	The Wife of Bath's Prologue	source_cluster	wife of bath s prologue	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_wife_of_bath_s_tale	source_backed_unmatched_cluster	The Wife of Bath's Tale	source_cluster	wife of bath s tale	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_wizard	source_backed_unmatched_cluster	The Wizard	source_cluster	wizard	high	93	0	0	2	0	""	e017_columbia_traditional_japanese_lit_2007;longman_world_lit_2e_2009	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_to_autumn	source_backed_unmatched_cluster	To Autumn	source_cluster	to autumn	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_to_roosevelt	source_backed_unmatched_cluster	To Roosevelt | TO ROOSEVELT	source_cluster	to roosevelt	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_wonderful_this_road_to_cold_mountain	source_backed_unmatched_cluster	Wonderful, this road to Cold Mountain | [Wonderful, this road to Cold Mountain]	source_cluster	wonderful this road to cold mountain	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_yamanoue_no_okura	source_backed_unmatched_cluster	Yamanoue no Okura	source_cluster	yamanoue no okura	high	93	0	0	2	0	""	e017_columbia_traditional_japanese_lit_2007;norton_world_lit_5e_full_pre1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_yellow_woman	source_backed_unmatched_cluster	Yellow Woman	source_cluster	yellow woman	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_your_basket_with_your_lovely_basket	source_backed_unmatched_cluster	Your Basket, with Your Lovely Basket | Your basket, with your lovely basket	source_cluster	your basket with your lovely basket	high	93	0	0	2	0	""	e017_columbia_traditional_japanese_lit_2007;longman_world_lit_2e_2009	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_zaabalawi	source_backed_unmatched_cluster	Zaabalawi	source_cluster	zaabalawi	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_zhongnan_retreat	source_backed_unmatched_cluster	Zhongnan Retreat	source_cluster	zhongnan retreat	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_from_essay_on_man	source_backed_unmatched_cluster	from An Essay on Man | From An Essay on Man	source_cluster	from essay on man	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_from_life_of_sensuous_woman	source_backed_unmatched_cluster	from Life of a Sensuous Woman | From Life of a Sensuous Woman	source_cluster	from life of sensuous woman	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_from_autobiography	source_backed_unmatched_cluster	from The Autobiography | FROM THE AUTOBIOGRAPHY	source_cluster	from autobiography	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_from_story_of_stone	source_backed_unmatched_cluster	from The Story of the Stone | From The Story of the Stone	source_cluster	from story of stone	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_post1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_from_wang_river_collection	source_backed_unmatched_cluster	from The Wang River Collection | From Wang River Collection	source_cluster	from wang river collection	high	93	0	0	2	0	""	longman_world_lit_2e_2009;norton_world_lit_5e_full_pre1650	Unmatched source-title cluster appears in 2 source(s) and 2 source item(s).	manual_match_or_create_candidate_review
x028_coverage_0002	coverage_red_cell	region_form: east_asia|children_young_adult	region_form	east_asia|children_young_adult	high	79	0	0	4	0	""	""	selected=0; unmatched_source_pressure=4; no_evidence_selected=0	review_red_cell_before_manual_packet_sweep
x028_coverage_0004	coverage_red_cell	form_bucket: drama_performance	form_bucket	drama_performance	medium	74	270	271	55	52	""	""	selected=270; unmatched_source_pressure=55; no_evidence_selected=238	review_red_cell_before_manual_packet_sweep
x028_coverage_0006	coverage_red_cell	form_bucket: essays_memoir_testimony	form_bucket	essays_memoir_testimony	medium	74	187	188	182	53	""	""	selected=187; unmatched_source_pressure=182; no_evidence_selected=153	review_red_cell_before_manual_packet_sweep
x028_coverage_0008	coverage_red_cell	form_bucket: poetry	form_bucket	poetry	medium	74	509	510	1244	98	""	""	selected=509; unmatched_source_pressure=1244; no_evidence_selected=457	review_red_cell_before_manual_packet_sweep
x028_coverage_0011	coverage_red_cell	macro_region: africa	macro_region	africa	medium	74	223	223	379	24	""	""	selected=223; unmatched_source_pressure=379; no_evidence_selected=201	review_red_cell_before_manual_packet_sweep
x028_coverage_0012	coverage_red_cell	macro_region: americas	macro_region	americas	medium	74	517	519	280	53	""	""	selected=517; unmatched_source_pressure=280; no_evidence_selected=483	review_red_cell_before_manual_packet_sweep
x028_coverage_0013	coverage_red_cell	macro_region: east_asia	macro_region	east_asia	medium	74	219	219	1318	127	""	""	selected=219; unmatched_source_pressure=1318; no_evidence_selected=151	review_red_cell_before_manual_packet_sweep
x028_coverage_0017	coverage_red_cell	macro_region: south_asia	macro_region	south_asia	medium	74	257	257	126	14	""	""	selected=257; unmatched_source_pressure=126; no_evidence_selected=244	review_red_cell_before_manual_packet_sweep
x028_coverage_0019	coverage_red_cell	macro_region: unknown	macro_region	unknown	medium	74	472	478	2297	41	""	""	selected=472; unmatched_source_pressure=2297; no_evidence_selected=446	review_red_cell_before_manual_packet_sweep
x028_coverage_0049	coverage_red_cell	region_form: africa|fiction_narrative_prose	region_form	africa|fiction_narrative_prose	medium	74	162	162	136	22	""	""	selected=162; unmatched_source_pressure=136; no_evidence_selected=142	review_red_cell_before_manual_packet_sweep
x028_coverage_0052	coverage_red_cell	region_form: americas|fiction_narrative_prose	region_form	americas|fiction_narrative_prose	medium	74	361	362	60	28	""	""	selected=361; unmatched_source_pressure=60; no_evidence_selected=345	review_red_cell_before_manual_packet_sweep
x028_coverage_0053	coverage_red_cell	region_form: americas|poetry	region_form	americas|poetry	medium	74	97	98	215	13	""	""	selected=97; unmatched_source_pressure=215; no_evidence_selected=88	review_red_cell_before_manual_packet_sweep
x028_coverage_0054	coverage_red_cell	region_form: east_asia|fiction_narrative_prose	region_form	east_asia|fiction_narrative_prose	medium	74	120	120	661	61	""	""	selected=120; unmatched_source_pressure=661; no_evidence_selected=90	review_red_cell_before_manual_packet_sweep
x028_coverage_0055	coverage_red_cell	region_form: east_asia|poetry	region_form	east_asia|poetry	medium	74	46	46	456	17	""	""	selected=46; unmatched_source_pressure=456; no_evidence_selected=37	review_red_cell_before_manual_packet_sweep
x028_coverage_0063	coverage_red_cell	region_form: middle_east_central_asia|poetry	region_form	middle_east_central_asia|poetry	medium	74	75	75	32	4	""	""	selected=75; unmatched_source_pressure=32; no_evidence_selected=72	review_red_cell_before_manual_packet_sweep
x028_coverage_0067	coverage_red_cell	region_form: south_asia|poetry	region_form	south_asia|poetry	medium	74	53	53	116	0	""	""	selected=53; unmatched_source_pressure=116; no_evidence_selected=53	review_red_cell_before_manual_packet_sweep
x028_coverage_0071	coverage_red_cell	region_form: unknown|fiction_narrative_prose	region_form	unknown|fiction_narrative_prose	medium	74	210	214	2012	14	""	""	selected=210; unmatched_source_pressure=2012; no_evidence_selected=199	review_red_cell_before_manual_packet_sweep
x028_coverage_0072	coverage_red_cell	region_form: unknown|poetry	region_form	unknown|poetry	medium	74	28	28	188	2	""	""	selected=28; unmatched_source_pressure=188; no_evidence_selected=27	review_red_cell_before_manual_packet_sweep
x028_coverage_0015	coverage_red_cell	macro_region: middle_east_central_asia	macro_region	middle_east_central_asia	medium	68	250	250	33	26	""	""	selected=250; unmatched_source_pressure=33; no_evidence_selected=233	review_red_cell_before_manual_packet_sweep
x028_coverage_0009	coverage_red_cell	form_bucket: sacred_myth_ritual	form_bucket	sacred_myth_ritual	medium	65	92	92	23	34	""	""	selected=92; unmatched_source_pressure=23; no_evidence_selected=73	review_red_cell_before_manual_packet_sweep
x028_coverage_0005	coverage_red_cell	form_bucket: epic_oral_folk	form_bucket	epic_oral_folk	medium	59	107	107	18	29	""	""	selected=107; unmatched_source_pressure=18; no_evidence_selected=89	review_red_cell_before_manual_packet_sweep
x028_source_cluster_waka	source_backed_unmatched_cluster	Waka	source_cluster	waka	medium	58	0	0	5	0	""	e017_columbia_early_modern_japanese_lit_2002	Unmatched source-title cluster appears in 1 source(s) and 5 source item(s).	manual_match_or_create_candidate_review
x028_coverage_0003	coverage_red_cell	form_bucket: children_young_adult	form_bucket	children_young_adult	medium	56	45	45	12	1	""	""	selected=45; unmatched_source_pressure=12; no_evidence_selected=44	review_red_cell_before_manual_packet_sweep
x028_source_cluster_from_book_1	source_backed_unmatched_cluster	From Book 1	source_cluster	from book 1	medium	56	0	0	3	0	""	norton_world_lit_5e_full_pre1650	Unmatched source-title cluster appears in 1 source(s) and 3 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_kanshi	source_backed_unmatched_cluster	Kanshi	source_cluster	kanshi	medium	56	0	0	3	0	""	e017_columbia_early_modern_japanese_lit_2002	Unmatched source-title cluster appears in 1 source(s) and 3 source item(s).	manual_match_or_create_candidate_review
x028_source_cluster_untitled	source_backed_unmatched_cluster	[Untitled]	source_cluster	untitled	medium	56	0	0	3	0	""	shorter_columbia_traditional_chinese_lit_2000	Unmatched source-title cluster appears in 1 source(s) and 3 source item(s).	manual_match_or_create_candidate_review
x028_coverage_0070	coverage_red_cell	region_form: unknown|children_young_adult	region_form	unknown|children_young_adult	medium	51	40	40	7	0	""	""	selected=40; unmatched_source_pressure=7; no_evidence_selected=40	review_red_cell_before_manual_packet_sweep
x028_coverage_0066	coverage_red_cell	region_form: south_asia|fiction_narrative_prose	region_form	south_asia|fiction_narrative_prose	medium	50	138	138	10	7	""	""	selected=138; unmatched_source_pressure=10; no_evidence_selected=131	review_red_cell_before_manual_packet_sweep
x028_coverage_0050	coverage_red_cell	region_form: americas|drama_performance	region_form	americas|drama_performance	medium	47	22	22	2	1	""	""	selected=22; unmatched_source_pressure=2; no_evidence_selected=21	review_red_cell_before_manual_packet_sweep
x028_coverage_0007	coverage_red_cell	form_bucket: fiction_narrative_prose	form_bucket	fiction_narrative_prose	medium	45	1649	1654	2890	192	""	""	selected=1649; unmatched_source_pressure=2890; no_evidence_selected=1524	review_red_cell_before_manual_packet_sweep
x028_coverage_0064	coverage_red_cell	region_form: middle_east_central_asia|sacred_myth_ritual	region_form	middle_east_central_asia|sacred_myth_ritual	medium	45	30	30	1	9	""	""	selected=30; unmatched_source_pressure=1; no_evidence_selected=25	review_red_cell_before_manual_packet_sweep
x028_coverage_0068	coverage_red_cell	region_form: south_asia|sacred_myth_ritual	region_form	south_asia|sacred_myth_ritual	medium	45	23	23	0	4	""	""	selected=23; unmatched_source_pressure=0; no_evidence_selected=20	review_red_cell_before_manual_packet_sweep
x028_coverage_0016	coverage_red_cell	macro_region: oceania_arctic	macro_region	oceania_arctic	medium	44	84	84	2	1	""	""	selected=84; unmatched_source_pressure=2; no_evidence_selected=83	review_red_cell_before_manual_packet_sweep
x028_coverage_0024	coverage_red_cell	period: 1700_1750_ce	period	1700_1750_ce	medium	44	30	30	0	12	""	""	selected=30; unmatched_source_pressure=0; no_evidence_selected=21	review_red_cell_before_manual_packet_sweep
x028_coverage_0041	coverage_red_cell	period: 1_300_ce	period	1_300_ce	medium	44	35	35	0	9	""	""	selected=35; unmatched_source_pressure=0; no_evidence_selected=29	review_red_cell_before_manual_packet_sweep
x028_coverage_0044	coverage_red_cell	period: 300_1_bce	period	300_1_bce	medium	44	48	48	0	15	""	""	selected=48; unmatched_source_pressure=0; no_evidence_selected=39	review_red_cell_before_manual_packet_sweep
x028_coverage_0045	coverage_red_cell	period: 300_600_ce	period	300_600_ce	medium	44	34	34	0	8	""	""	selected=34; unmatched_source_pressure=0; no_evidence_selected=29	review_red_cell_before_manual_packet_sweep
x028_coverage_0046	coverage_red_cell	period: 500_300_bce	period	500_300_bce	medium	44	49	49	0	51	""	""	selected=49; unmatched_source_pressure=0; no_evidence_selected=31	review_red_cell_before_manual_packet_sweep
x028_coverage_0048	coverage_red_cell	period: 900_1100_ce	period	900_1100_ce	medium	44	41	41	0	20	""	""	selected=41; unmatched_source_pressure=0; no_evidence_selected=28	review_red_cell_before_manual_packet_sweep
x028_coverage_0051	coverage_red_cell	region_form: americas|essays_memoir_testimony	region_form	americas|essays_memoir_testimony	medium	44	26	26	0	6	""	""	selected=26; unmatched_source_pressure=0; no_evidence_selected=22	review_red_cell_before_manual_packet_sweep
x028_coverage_0057	coverage_red_cell	region_form: europe|epic_oral_folk	region_form	europe|epic_oral_folk	medium	44	33	33	0	17	""	""	selected=33; unmatched_source_pressure=0; no_evidence_selected=24	review_red_cell_before_manual_packet_sweep
x028_coverage_0061	coverage_red_cell	region_form: middle_east_central_asia|essays_memoir_testimony	region_form	middle_east_central_asia|essays_memoir_testimony	medium	44	34	34	0	5	""	""	selected=34; unmatched_source_pressure=0; no_evidence_selected=30	review_red_cell_before_manual_packet_sweep
x028_coverage_0065	coverage_red_cell	region_form: oceania_arctic|fiction_narrative_prose	region_form	oceania_arctic|fiction_narrative_prose	medium	44	53	53	1	0	""	""	selected=53; unmatched_source_pressure=1; no_evidence_selected=53	review_red_cell_before_manual_packet_sweep
x028_coverage_0069	coverage_red_cell	region_form: southeast_asia|fiction_narrative_prose	region_form	southeast_asia|fiction_narrative_prose	medium	44	37	37	0	2	""	""	selected=37; unmatched_source_pressure=0; no_evidence_selected=35	review_red_cell_before_manual_packet_sweep
x028_coverage_0010	coverage_red_cell	form_bucket: speculative_genre	form_bucket	speculative_genre	medium	43	124	124	2	1	""	""	selected=124; unmatched_source_pressure=2; no_evidence_selected=123	review_red_cell_before_manual_packet_sweep
x028_coverage_0018	coverage_red_cell	macro_region: southeast_asia	macro_region	southeast_asia	medium	43	56	56	0	4	""	""	selected=56; unmatched_source_pressure=0; no_evidence_selected=53	review_red_cell_before_manual_packet_sweep
x028_coverage_0021	coverage_red_cell	period: 1300_1500_ce	period	1300_1500_ce	medium	43	57	57	0	23	""	""	selected=57; unmatched_source_pressure=0; no_evidence_selected=42	review_red_cell_before_manual_packet_sweep
x028_coverage_0022	coverage_red_cell	period: 1500_1600_ce	period	1500_1600_ce	medium	43	68	68	0	24	""	""	selected=68; unmatched_source_pressure=0; no_evidence_selected=54	review_red_cell_before_manual_packet_sweep
x028_coverage_0025	coverage_red_cell	period: 1750_1800_ce	period	1750_1800_ce	medium	43	72	72	0	20	""	""	selected=72; unmatched_source_pressure=0; no_evidence_selected=61	review_red_cell_before_manual_packet_sweep
x028_coverage_0027	coverage_red_cell	period: 1830_1850_ce	period	1830_1850_ce	medium	43	58	58	0	10	""	""	selected=58; unmatched_source_pressure=0; no_evidence_selected=52	review_red_cell_before_manual_packet_sweep
x028_coverage_0030	coverage_red_cell	period: 1890_1900_ce	period	1890_1900_ce	medium	43	70	70	0	8	""	""	selected=70; unmatched_source_pressure=0; no_evidence_selected=64	review_red_cell_before_manual_packet_sweep
x028_coverage_0032	coverage_red_cell	period: 1914_1918_ce	period	1914_1918_ce	medium	43	51	51	0	6	""	""	selected=51; unmatched_source_pressure=0; no_evidence_selected=48	review_red_cell_before_manual_packet_sweep
x028_coverage_0035	coverage_red_cell	period: 1939_1945_ce	period	1939_1945_ce	medium	43	54	54	0	7	""	""	selected=54; unmatched_source_pressure=0; no_evidence_selected=53	review_red_cell_before_manual_packet_sweep
x028_coverage_0047	coverage_red_cell	period: 600_900_ce	period	600_900_ce	medium	43	53	53	0	17	""	""	selected=53; unmatched_source_pressure=0; no_evidence_selected=46	review_red_cell_before_manual_packet_sweep
x028_coverage_0058	coverage_red_cell	region_form: europe|essays_memoir_testimony	region_form	europe|essays_memoir_testimony	medium	43	54	54	0	14	""	""	selected=54; unmatched_source_pressure=0; no_evidence_selected=45	review_red_cell_before_manual_packet_sweep
x028_coverage_0020	coverage_red_cell	period: 1100_1300_ce	period	1100_1300_ce	medium	42	88	88	0	26	""	""	selected=88; unmatched_source_pressure=0; no_evidence_selected=70	review_red_cell_before_manual_packet_sweep
x028_coverage_0026	coverage_red_cell	period: 1800_1830_ce	period	1800_1830_ce	medium	42	91	91	0	4	""	""	selected=91; unmatched_source_pressure=0; no_evidence_selected=88	review_red_cell_before_manual_packet_sweep
x028_coverage_0029	coverage_red_cell	period: 1870_1890_ce	period	1870_1890_ce	medium	42	93	93	0	10	""	""	selected=93; unmatched_source_pressure=0; no_evidence_selected=84	review_red_cell_before_manual_packet_sweep
x028_coverage_0062	coverage_red_cell	region_form: middle_east_central_asia|fiction_narrative_prose	region_form	middle_east_central_asia|fiction_narrative_prose	medium	42	88	88	0	3	""	""	selected=88; unmatched_source_pressure=0; no_evidence_selected=86	review_red_cell_before_manual_packet_sweep
x028_coverage_0023	coverage_red_cell	period: 1600_1700_ce	period	1600_1700_ce	medium	41	113	113	0	35	""	""	selected=113; unmatched_source_pressure=0; no_evidence_selected=93	review_red_cell_before_manual_packet_sweep
x028_coverage_0028	coverage_red_cell	period: 1850_1870_ce	period	1850_1870_ce	medium	41	110	110	0	21	""	""	selected=110; unmatched_source_pressure=0; no_evidence_selected=95	review_red_cell_before_manual_packet_sweep
x028_coverage_0033	coverage_red_cell	period: 1919_1929_ce	period	1919_1929_ce	medium	41	113	113	0	20	""	""	selected=113; unmatched_source_pressure=0; no_evidence_selected=101	review_red_cell_before_manual_packet_sweep
x028_coverage_0060	coverage_red_cell	region_form: europe|poetry	region_form	europe|poetry	medium	41	170	170	2	59	""	""	selected=170; unmatched_source_pressure=2; no_evidence_selected=142	review_red_cell_before_manual_packet_sweep
x028_coverage_0073	coverage_red_cell	region_form: unknown|speculative_genre	region_form	unknown|speculative_genre	medium	41	112	112	0	1	""	""	selected=112; unmatched_source_pressure=0; no_evidence_selected=111	review_red_cell_before_manual_packet_sweep
x028_coverage_0034	coverage_red_cell	period: 1930_1939_ce	period	1930_1939_ce	medium	40	135	135	0	11	""	""	selected=135; unmatched_source_pressure=0; no_evidence_selected=126	review_red_cell_before_manual_packet_sweep
x028_coverage_0043	coverage_red_cell	period: 2010_2019_ce	period	2010_2019_ce	medium	40	147	147	0	2	""	""	selected=147; unmatched_source_pressure=0; no_evidence_selected=146	review_red_cell_before_manual_packet_sweep
x028_coverage_0031	coverage_red_cell	period: 1900_1914_ce	period	1900_1914_ce	medium	39	162	162	0	8	""	""	selected=162; unmatched_source_pressure=0; no_evidence_selected=156	review_red_cell_before_manual_packet_sweep
x028_coverage_0037	coverage_red_cell	period: 1960_1969_ce	period	1960_1969_ce	medium	39	173	173	0	14	""	""	selected=173; unmatched_source_pressure=0; no_evidence_selected=159	review_red_cell_before_manual_packet_sweep
x028_coverage_0042	coverage_red_cell	period: 2000_2009_ce	period	2000_2009_ce	medium	39	167	167	0	3	""	""	selected=167; unmatched_source_pressure=0; no_evidence_selected=164	review_red_cell_before_manual_packet_sweep
x028_coverage_0056	coverage_red_cell	region_form: europe|drama_performance	region_form	europe|drama_performance	medium	39	170	170	0	23	""	""	selected=170; unmatched_source_pressure=0; no_evidence_selected=157	review_red_cell_before_manual_packet_sweep
x028_coverage_0038	coverage_red_cell	period: 1970_1979_ce	period	1970_1979_ce	medium	38	190	190	0	7	""	""	selected=190; unmatched_source_pressure=0; no_evidence_selected=184	review_red_cell_before_manual_packet_sweep
x028_coverage_0039	coverage_red_cell	period: 1980_1989_ce	period	1980_1989_ce	medium	38	192	192	0	7	""	""	selected=192; unmatched_source_pressure=0; no_evidence_selected=185	review_red_cell_before_manual_packet_sweep
x028_coverage_0040	coverage_red_cell	period: 1990_1999_ce	period	1990_1999_ce	medium	38	181	181	0	8	""	""	selected=181; unmatched_source_pressure=0; no_evidence_selected=174	review_red_cell_before_manual_packet_sweep
x028_coverage_0059	coverage_red_cell	region_form: europe|fiction_narrative_prose	region_form	europe|fiction_narrative_prose	medium	36	480	480	10	55	""	""	selected=480; unmatched_source_pressure=10; no_evidence_selected=443	review_red_cell_before_manual_packet_sweep
x028_coverage_0036	coverage_red_cell	period: 1946_1959_ce	period	1946_1959_ce	medium	35	252	252	0	23	""	""	selected=252; unmatched_source_pressure=0; no_evidence_selected=239	review_red_cell_before_manual_packet_sweep
x028_coverage_0014	coverage_red_cell	macro_region: europe	macro_region	europe	medium	21	922	922	12	170	""	""	selected=922; unmatched_source_pressure=12; no_evidence_selected=824	review_red_cell_before_manual_packet_sweep
