source_id	source_title	source_type	source_scope	source_date	source_citation	edition	editors_or_authors	publisher	coverage_limits	extraction_method	packet_ids	extraction_status	notes
e018_columbia_modern_korean_fiction_2005	Modern Korean Fiction: An Anthology	field_anthology	Twentieth-century Korean fiction across colonial, division, North/South, women writers, and postwar modern fiction	2005	Columbia University Press: https://cup.columbia.edu/book/modern-korean-fiction/9780231135139/	Modern Asian Literature Series	Bruce Fulton; Youngmin Kwon	Columbia University Press	Short-fiction anthology; weak for novels and post-2005 contemporary works	Extract official 22-item TOC; match story-level items and author-title variants	E018	extracted	Complete 22-item public story TOC ingested; evidence generation waits on match/relation review.
e018_columbia_premodern_korean_prose_2018	Premodern Korean Literary Prose: An Anthology	field_anthology	Korean prose from tenth to nineteenth century; Silla, Koryo, and Choson prose, short fiction, long fiction, unofficial histories, diaries, oral narratives, and novellas	2018	Columbia University Press: https://cup.columbia.edu/book/premodern-korean-literary-prose/9780231165808/	Translations from the Asian Classics	Michael J. Pettid; Gregory N. Evon; Chan Park	Columbia University Press	Anthology selections; not comprehensive for pansori cycle works; item scope varies by excerpt or complete text	Extract official line-item TOC; match original titles, translated titles, translators, and excerpt status	E018	extracted	Public CUP contents ingested as 43 source-item rows; chapter-versus-nested-item granularity still reviewable.
e018_columbia_traditional_korean_poetry_2003	The Columbia Anthology of Traditional Korean Poetry	field_anthology	Traditional Korean poetry: hyangga, Koryo songs, Songs of Flying Dragons, sijo, kasa, Chinese-language poetry, folk and shamanist songs	2003	Columbia University Press: https://cup.columbia.edu/book/the-columbia-anthology-of-traditional-korean-poetry/9780231111133/	Translations from the Asian Classics	Peter H. Lee	Columbia University Press	Poetry-only; official contents are genre-level, not poem-level; no prose/pansori fiction coverage	Extract genre, author, and index anchors; match named poem cycles and poet selections conservatively	E018	metadata_ready	Nine public section/chapter metadata rows ingested; official contents are genre-level except Songs of Flying Dragons.
e018_lti_korea_digital_library_classics	LTI Korea Digital Library of Korean Literature / LTIKOREA Classic Sourcebook	digital_text_collection	Korean literature in translation; public catalog, writer metadata, e-books, and 26 representative classical works including Chunhyangjeon	2007-ongoing; API registered 2022-11-25, edited 2026-01-07	LTI Korea library: https://library.ltikorea.or.kr/about/aboutLibrary?tab=operation ; OpenAPI: https://www.data.go.kr/en/data/15108417/openapi.do ; Classic Sourcebook example: https://library.ltikorea.or.kr/translatedbooks/22459	online	Literature Translation Institute of Korea	LTI Korea	Not a canon-selection source by itself; metadata/access layer; catalog coverage follows translated availability	Use public catalog/API records for original title, romanization, author, translation, language, and access metadata; do not score as anthology inclusion	E018	metadata_ready	Complete 26-row Classic Sourcebook OpenAPI metadata list ingested; metadata/access rows do not count as canon-selection evidence.
heath_american_lit_7e_2014	The Heath Anthology of American Literature, Seventh Edition	american_literature_anthology	Five-volume US literature anthology, beginnings to contemporary period	2014	UTA/Cengage/eCampus public metadata for 7th ed. volumes	7th ed.	Paul Lauter and coeditors	Wadsworth/Cengage	Public metadata available by volume; full TOC access varies	Extract volume TOCs where public/authorized; emphasize inclusive-canon and underrepresented-author evidence	E011	in_progress	Counterweight to Norton with broader/inclusive canon coverage
icelandic_saga_database	Icelandic Saga Database	digital_text_collection	Sagas of Icelanders, Icelandic plus public-domain translations	ongoing	Project/index: https://sagadb.org/ ; A-Z: https://sagadb.org/index_az	online	Sveinbjorn Thordarson	Icelandic Saga Database	Family sagas only; excludes Eddas, kings' sagas, and legendary sagas	Extract saga titles, language availability, and translation status	E009	public_index_ready	Anchor for Njals, Egils, Gisli, Laxdaela, Grettir; avoid importing all sagas as gaps
lancelot_grail_lacy_5vol	Lancelot-Grail: The Old French Vulgate and Post-Vulgate Cycles in Translation	arthurian_cycle_translation	Old French Arthurian Vulgate and Post-Vulgate cycle	2010/2013	Routledge page: https://www.routledge.com/Lancelot-Grail-5-Volumes-Routledge-Revivals-The-Old-French-Vulgate--Post-Vulgate-Cycles-in-Translation/Lacy/p/book/9780415877275	5 vols.	Norris J. Lacy	Routledge	Copyrighted translation; public metadata and TOC only	Extract cycle and section structure, not translation text	E009	metadata_ready	Anchor for Grail, Lancelot, Quest, and Death of Arthur relation mapping
library_of_america_catalog	Library of America catalog and writer pages	authoritative_edition_series	American literary authors, collected works, thematic anthologies, canonical editions	current_catalog	https://www.loa.org/	ongoing	Library of America editors	Library of America	Not an anthology ranking; catalog presence is edition/reception evidence, not sole inclusion proof	Extract one row per LOA volume and contained major work; match collected editions to path-level works	E011	in_progress	Use for edition/reception support and author/work authority
longman_brit_lit_middle_ages_1a_4e	The Longman Anthology of British Literature: The Middle Ages, Vol. 1A	period_anthology	British Isles medieval literature; Old English, Irish/Welsh, Anglo-Norman, and Middle English	2010	Pearson product/TOC: https://www.pearson.com/en-us/subject-catalog/p/longman-anthology-of-british-literature-the-the-middle-ages-volume-1a/P200000002130/9780205655304	4th ed.	David Damrosch; Kevin Dettmar; Christopher Baswell; Anne Howland Schotter	Pearson	British-focused; many excerpt and context items	Extract public TOC titles only; mark complete, excerpt, selection, and context rows	E009	public_toc_ready	Strong Old English and Middle English anchor layer
longman_british_lit_period_volumes_2009_2017	The Longman Anthology of British Literature	english_literature_anthology	British Isles, medieval through contemporary; period volumes	2009-2017	Pearson public product/TOC pages	4th/5th ed. period volumes	David Damrosch; Kevin Dettmar and coeditors	Pearson/Longman	Edition mix across period volumes; strong public TOCs but not one uniform edition	Extract Pearson TOC rows by volume; preserve edition/date per volume; match as evidence only	E010	ready_public_toc	Useful for British Isles breadth, women writers, and regional/context clusters
longman_world_lit_2e_2009	The Longman Anthology of World Literature	world_literature_anthology	Six-volume world literature anthology, ancient world through twentieth century	2009	Pearson/Longman second edition; WorldCat OCLC 224444059	2nd ed.	David Damrosch; David L. Pike; April Alliston; Marshall Brown; Sabry Hafez; Djelal Kadir; Sheldon Pollock; Bruce Robbins; Haruo Shirane; Jane Tylus; Pauline Yu	Pearson/Longman	Official Pearson public TOCs for Vols. A/D/E/F; publisher-provided eCampus TOC tables for Vols. B/C because Pearson live public C/B TOCs were not consistently accessible; many entries are excerpts, poem selections, or context rows	Extract Pearson tableOfContents JSON plus eCampus publisher-provided TOC table rows; preserve provenance per source item; match only unique exact title/alias rows	E005;X027	extracted	X027 Longman World Literature 2e mixed public TOC extraction; not decisive without scope review
mgh_medieval_latin_sources	Monumenta Germaniae Historica / dMGH	critical_source_series	Medieval Latin historical, legal, and ecclesiastical sources c. 500-1500	1826-ongoing	MGH project: https://mgh.bbaw.de/en/en-1 ; overview: https://www.kb.nl/en/bron/monumenta-germaniae-historica-digital	series	MGH editors	MGH / historical academies	Mostly history/documentary Latin; literary boundary risk	Use as source/provenance layer, not automatic literature inclusion	E009	metadata_ready	Medieval Latin context layer for chronicles, hagiography, letters, and institutional texts
minnereden_lovesongs_digital	Minnereden and Love Songs - digital	specialist_digital_corpus	Late medieval German Minnereden and love songs, c. 1280-1530	2025-2027	Heidelberg project page: https://www.uni-heidelberg.de/en/minnereden-and-love-songs-digital	online	Ludger Lieb and project collaborators	Heidelberg/Bonn	Focused on late lyric/love discourse, not epic romance	Use for metadata on lyric and Minnerede corpora	E009	metadata_ready	Checks Walther and late Middle High German lyric over- and under-representation
murty_classical_library_india	Murty Classical Library of India	translation_series	Classical Indian literature across multiple Indic languages, with English translations facing original scripts	2015-ongoing	Books: https://www.murtylibrary.com/books ; mission: https://www.murtylibrary.com/about/our-mission ; Harvard South Asia Institute: https://mittalsouthasiainstitute.harvard.edu/2022/03/murty-classical-library/	ongoing bilingual series	Murty Classical Library of India editorial board	Harvard University Press	Selective and ongoing; premodern/classical emphasis; edition/translation support, not standalone canon-vote evidence	Parse books, language, and product pages; one row per volume and contained primary text; classify complete work versus selection or volume	E015	metadata_ready	Visible Murty Books page ingested as 19 public metadata rows; ongoing series requires periodic refresh.
norton_american_lit_10e_post1865	The Norton Anthology of American Literature, Tenth Edition, Package 2: Volumes C, D, and E	american_literature_anthology	1865 to present	2022	W. W. Norton official catalogue/product metadata; public library TOCs for Vols. C/E; JHU metadata for Vol. D	10th ed.	Robert S. Levine; Michael A. Elliott; Lisa Siraganian; Amy Hungerford; GerShun Avilez	W. W. Norton	Public TOCs uneven; contemporary inclusions should be evidence, not automatic canon locks	Extract visible TOC rows; encode complete_work/excerpt/selection/context; match to current path and candidate universe	E011	in_progress	Strong evidence layer for canonical and classroom-current US literature
norton_american_lit_10e_pre1865	The Norton Anthology of American Literature, Tenth Edition, Package 1: Volumes A and B	american_literature_anthology	Beginnings to 1865	2022	W. W. Norton official catalogue/product metadata; public library TOCs for Vol. A	10th ed.	Robert S. Levine; Sandra M. Gustafson	W. W. Norton	Public TOCs uneven; many source items are selections, clusters, or excerpts	Extract public TOC metadata and authorized/physical-copy title-page/TOC only; match by title, creator, alias, contained-work, and section	E011	in_progress	Primary teaching-anthology source for early US/colonial/antebellum literature
norton_english_lit_11e_full_2024	The Norton Anthology of English Literature	english_literature_anthology	Middle Ages to twenty-first century; volumes A-F	2024	W. W. Norton official 11e pages and TOC PDFs	11th ed.	Stephen Greenblatt and coeditors	W. W. Norton	Public TOC PDFs expose strong line-item metadata; anthology selections often excerpts	Parse official volume TOC PDFs A-F; classify complete work, excerpt, poem selection, and contextual cluster	E010	ready_public_toc	Primary English/British teaching-canon layer
norton_world_lit_5e_full_post1650	The Norton Anthology of World Literature, 5th ed., Full Edition, 1650 to Present	world_literature_anthology	1650 to present; volumes D-F	2024	Norton official anthology pages; pricing/package pages confirm post-1650 volumes	5th ed., Vols. D-F	Martin Puchner and coeditors	W. W. Norton	Official TOC PDFs extracted; rows include works, selections, excerpts, author/context headings, and page-indexed components; scope must be reviewed before scoring.	Extract verified public catalog/ebook/physical-copy TOC line items; match by title, creator, alias, and contained work	E004;X026	extracted	Official Norton World Literature 5e Vols. D-F TOC PDFs parsed into 533 page-indexed rows.
norton_world_lit_5e_full_pre1650	The Norton Anthology of World Literature, 5th ed., Full Edition, Beginnings to 1650	world_literature_anthology	Ancient to 1650; volumes A-C	2024	Norton official anthology pages; package/TOC pages confirm edition and volume structure	5th ed., Vols. A-C	Martin Puchner and coeditors	W. W. Norton	Official TOC PDFs extracted; rows include works, selections, excerpts, author/context headings, and page-indexed components; scope must be reviewed before scoring.	Extract verified public catalog/ebook/physical-copy TOC line items; match by title, creator, alias, and contained work	E004;X026	extracted	Official Norton World Literature 5e Vols. A-C TOC PDFs parsed into 1053 page-indexed rows.
osta_2_old_spanish_textual_archive	Old Spanish Textual Archive 2.0	linguistic_corpus	Old Spanish corpus from semi-paleographic medieval transcriptions	2026 resource notice	Instituto Cervantes notice: https://hispanismo.cervantes.es/recursos/old-spanish-textual-archive-osta-version-20	v2.0	Hispanic Seminary of Medieval Studies collaborators	Hispanic Seminary of Medieval Studies	Linguistic corpus; not literary canon evidence	Use only for access/provenance and text availability after metadata verification	E009	metadata_ready	Useful for Cid, Libro de buen amor, and Conde Lucanor records
oxford_modern_indian_poetry_1998	The Oxford Anthology of Modern Indian Poetry	poetry_anthology	Twentieth-century Indian poetry: 125 poets in English and English translation from 14 Indian languages	1998	Oxford India page: https://india.oup.com/product/the-oxford-anthology-of-modern-indian-poetry-9780195639179/ ; National Library of Australia: https://catalogue.nla.gov.au/catalog/1539648	Oxford India Paperbacks	Vinay Dharwadker; A. K. Ramanujan	Oxford University Press	India-focused and poetry-only; poem-level evidence, not full-book evidence	Use OUP metadata plus library TOC; extract poet, poem, section, and language/translation where available	E015;X024;X025	in_progress	OUP India official metadata confirms 125 poets, 14 Indian languages, and eight thematic sections; NLA catalog access is Anubis-blocked and no official poem-level TOC was exposed, so 124 Book Excerptise rows remain unreconciled.
oxford_worlds_classics_online	Oxford World's Classics online/title-list layer	publisher_reference_series	Oxford World's Classics catalogue/reference series, broad classic literature coverage	current	https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://www.oupjapan.co.jp/en/academic/owc/index.shtml	current online catalogue/title list	Oxford University Press editors	Oxford University Press	Publisher list; skewed to available classic editions; includes nonliterary philosophy/history/religion	Download or parse official title list where accessible; classify literary work, boundary item, edition, or false positive	E007	in_progress	Useful for edition/translation and alias checks; not a canon list
philobiblon_iberian_romance	PhiloBiblon	ibero_romance_bibliographic_database	Medieval and early Renaissance Iberian Romance texts and witnesses	legacy frozen 2025	PhiloBiblon: https://philobiblon.upf.edu/html/	online	BETA/BITAGAP/BITECA teams	UC Berkeley/UPF	Bibliographic database, not anthology; legacy/viewer split	Use BETA, BITAGAP, and BITECA records for title, witness, language, and authority	E009	metadata_ready	Primary Iberian crosswalk layer
princeton_damrosch_world_literature_2003	What Is World Literature?	world_literature_reference_method	Princeton University Press world-literature theory/reference layer	2003	https://books.google.com/books/about/What_is_World_Literature.html?id=yY-17mtp9R8C	2003	David Damrosch	Princeton University Press	Not a reading list; case-study/reference value only	Extract only case-study anchors and methodological warnings about circulation/translation	E007	context_only	Use to prevent treating world literature as a simple fixed list
princeton_humanistic_studies_catalog	Princeton Humanistic Studies course catalog/reference	university_course_catalog	Humanities sequence scope and course descriptions	2025-2026	https://ua.princeton.edu/fields-study/minors/humanistic-studies	current catalog	Princeton University	Princeton University	Course descriptions, not line-item reading lists	Use for scope metadata and packet limits only	E007	context_only	Supports scope, not individual work evidence
princeton_humanities_sequences_2024	Princeton Humanities Sequences brochure	university_sequence_selected_readings	Selected readings for Western, East Asian, and Near Eastern Humanities sequences	2024	https://humstudies.princeton.edu/wp-content/uploads/sites/3/2024/07/HumanitiesSequence2024.pdf	2024 brochure	Princeton Program in Humanistic Studies	Princeton University	Selected readings only, not complete syllabi; includes visual/media items	Extract selected reading anchors by sequence; mark text, anthology, film/music, or reference	E007	ready_for_extraction	Comparative layer including East Asian and Near Eastern tracks
shorter_columbia_traditional_chinese_lit_2000	The Shorter Columbia Anthology of Traditional Chinese Literature	field_anthology	Abridged traditional Chinese literature anthology from beginnings to 1919	2000	eCampus/Cincinnati State public product and TOC: https://cincinnatistate.ecampus.com/shorter-columbia-anthology-traditional/bk/9780231119986	abridged Shorter Columbia edition	Victor H. Mair	Columbia University Press	Abridged version of the full Columbia anthology; not a substitute for the full 1996 denominator	Parse public eCampus TOC; classify all rows as anthology selections or excerpts	E016;X025	extracted	Accessible abridged comparator source parsed into 262 public TOC rows after the full Columbia CPL record remained access-blocked.
wimmer_medieval_german_anthology	Anthology of Medieval German Literature	teaching_anthology	Middle High German anthology with parallel and translation apparatus	1991	Google Books metadata: https://books.google.com/books/about/Anthology_of_medieval_German_literature.html?id=--QfAQAAIAAJ	2nd illustrated ed.	Albert K. Wimmer; W. T. H. Jackson	Vande Vere	Public metadata only; line-item TOC not fully extractable	Registry only unless physical or verified TOC access is available	E009	metadata_only	Middle High German anthology layer; useful but blocked for exhaustive items
x043_britannica_abolitionist_texts_reference	Britannica: 8 Influential Abolitionist Texts	reference_encyclopedia	Britannica list entry with work-specific William Wells Brown narrative discussion	accessed 2026-05-03	Encyclopaedia Britannica, 8 Influential Abolitionist Texts	""	Britannica Editors	Encyclopaedia Britannica	Reference/list support only; not anthology evidence.	X043 targeted public reference extraction	X043	extracted	Used to corroborate Narrative of William W. Brown as an influential abolitionist text.
x043_britannica_catalan_literature_reference	Britannica: Catalan literature	language_literary_history	Catalan literature overview with Curial e Guelfa mention	accessed 2026-05-03	Encyclopaedia Britannica, Catalan literature	""	Britannica Editors	Encyclopaedia Britannica	Language-literary-history support; overview, not anthology evidence.	X043 targeted public reference extraction	X043	extracted	Used to corroborate Curial e Guelfa in Catalan literary history.
x043_britannica_nat_turner_confessions_reference	Britannica: The Confessions of Nat Turner	reference_encyclopedia	Work-specific Britannica reference entry	accessed 2026-05-03	Encyclopaedia Britannica, The Confessions of Nat Turner	""	Britannica Editors	Encyclopaedia Britannica	Reference support with Turner/Gray attribution context.	X043 targeted public reference extraction	X043	extracted	Used to corroborate The Confessions of Nat Turner as a work-level candidate.
x043_enciclopedia_cat_curial_reference	Enciclopedia.cat: Curial e Guelfa	reference_encyclopedia	Work-specific Catalan encyclopedia entry	accessed 2026-05-03	Gran Enciclopedia Catalana, Curial e Guelfa	""	Enciclopedia.cat	Enciclopedia.cat	Reference support; Catalan-language source.	X043 targeted public reference extraction	X043	extracted	Used to corroborate Curial e Guelfa as a Catalan chivalric romance.
x043_encyclopedia_com_hrotsvit_reference	Encyclopedia.com Hrotsvit entry	reference_encyclopedia	Hrotsvit/Hrotsvitha reference entry with work-specific Abraham mention	accessed 2026-05-03	Encyclopedia.com, Hrotsvit entry	""	Encyclopedia.com	Encyclopedia.com	Reference support only; not anthology evidence.	X043 targeted public reference extraction	X043	extracted	Used to corroborate Abraham as a named Hrotsvitha play.
x043_yale_british_art_gronniosaw_reference	Yale Center for British Art: Gronniosaw narrative record	publisher_reference_series	Museum/library reference record for Gronniosaw narrative	accessed 2026-05-03	Yale Center for British Art, A narrative of the most remarkable particulars in the life of James Albert Ukawsaw Gronniosaw	""	Yale Center for British Art	Yale Center for British Art	Reference/provenance support; not anthology evidence.	X043 targeted public reference extraction	X043	extracted	Used to corroborate Gronniosaw narrative and 1772 publication context.
x064_encyclopedia_com_lyrics_lowly_life_reference	Encyclopedia.com: Lyrics of Lowly Life	reference_encyclopedia	Work-specific public reference entry for Paul Laurence Dunbar's Lyrics of Lowly Life	accessed 2026-05-04	Encyclopedia.com, Lyrics of Lowly Life, https://www.encyclopedia.com/history/culture-magazines/lyrics-lowly-life	online reference entry	John Bird; American History Through Literature 1870-1920 / Gale	Encyclopedia.com / Gale	Work-specific reference support, not anthology selection evidence	Targeted X064 public reference review	X064	extracted	Used as complete-work support for Lyrics of Lowly Life; source explicitly identifies the 1896 book and its literary-historical importance.
x064_poetry_foundation_dunbar_reference	Poetry Foundation: Paul Laurence Dunbar	reference_encyclopedia	Poetry Foundation public biography with work-specific Lyrics of Lowly Life discussion	accessed 2026-05-04	Poetry Foundation, Paul Laurence Dunbar, https://www.poetryfoundation.org/poets/paul-laurence-dunbar	online poet biography	Poetry Foundation	Poetry Foundation	Author biography; supports work-specific collection identity and reception, not anthology selection	Targeted X064 public reference review	X064	extracted	Used as independent public reference support for Lyrics of Lowly Life.
x070_balcells_all_fires_fire_reference	Agencia Literaria Carmen Balcells: Todos los fuegos el fuego	publisher_reference_series	Author-agency work page for Todos los fuegos el fuego / All Fires the Fire	accessed 2026-05-04	Agencia Literaria Carmen Balcells, Todos los fuegos el fuego / All Fires the Fire, https://www.agenciabalcells.com/en/authors/works/julio-cortazar/todos-los-fuegos-el-fuego/	online rights/work page	Agencia Literaria Carmen Balcells	Agencia Literaria Carmen Balcells	Rights/agency work page; supports title, creator, form, year, and contents	Targeted X070 public publisher/rights review	X070	extracted	Identifies Todos los fuegos el fuego / All Fires the Fire as a 1966 Cortazar short-story collection.
x070_britannica_all_fires_fire_reference	Britannica: All Fires the Fire, and Other Stories	reference_encyclopedia	Work-specific Britannica reference entry for Cortazar's All Fires the Fire	accessed 2026-05-04	Encyclopaedia Britannica, All Fires the Fire, and Other Stories, https://www.britannica.com/topic/All-Fires-the-Fire-and-Other-Stories	online reference entry	Encyclopaedia Britannica	Encyclopaedia Britannica	Work-specific reference support only	Targeted X070 public reference review	X070	extracted	Confirms All Fires the Fire, and Other Stories / Todos los fuegos el fuego as short stories by Cortazar.
x070_britannica_bradstreet_tenth_muse_reference	Britannica: The Tenth Muse Lately Sprung Up in America	reference_encyclopedia	Work-specific Britannica reference entry for Anne Bradstreet's The Tenth Muse	accessed 2026-05-04	Encyclopaedia Britannica, The Tenth Muse Lately Sprung Up in America, https://www.britannica.com/topic/The-Tenth-Muse-Lately-Sprung-Up-in-America	online reference entry	Encyclopaedia Britannica	Encyclopaedia Britannica	Work-specific reference support only	Targeted X070 public reference review	X070	extracted	Confirms title, creator, and 1650 work identity for the Bradstreet collection.
x070_encyclopedia_com_blow_up_reference	Encyclopedia.com: Blow-Up and Other Stories	reference_encyclopedia	World Literature and Its Times entry for Blow-Up and Other Stories	accessed 2026-05-04	Encyclopedia.com, Blow-Up and Other Stories, https://www.encyclopedia.com/arts/culture-magazines/blow-and-other-stories	online reference entry	Gale / World Literature and Its Times	Encyclopedia.com / Gale	Work-specific reference entry; supports collection identity and reception	Targeted X070 public reference review	X070	extracted	Identifies Blow-Up and Other Stories as a Cortazar short-story collection.
x070_encyclopedia_com_taner_baybars_hikmet_reference	Encyclopedia.com: Baybars, Taner	reference_encyclopedia	Reference entry for Taner Baybars listing his translation of Selected Poems of Nazim Hikmet	accessed 2026-05-04	Encyclopedia.com, Baybars, Taner, https://www.encyclopedia.com/arts/culture-magazines/baybars-taner	online reference entry	Encyclopedia.com	Encyclopedia.com / Gale	Translator bibliography; exact title support but indirect for Hikmet's current selected-poems row	Targeted X070 public reference review	X070	extracted	Lists Baybars as translator of Selected Poems of Nazim Hikmet, London: Cape, 1967.
x070_los_angeles_times_primo_levi_collected_poems_review	Los Angeles Times: The Blackness and Radiance of Primo Levi	prize_or_reception_layer	Los Angeles Times review/reference to Primo Levi's Collected Poems	accessed 2026-05-04	Richard Eder, The Blackness and Radiance of Primo Levi, Los Angeles Times, 1988-12-18, https://www.latimes.com/archives/la-xpm-1988-12-18-bk-981-story.html	newspaper review	Richard Eder	Los Angeles Times	Reception/review evidence; supports edition identity, not broad canon rank by itself	Targeted X070 public review/reception review	X070	extracted	References Collected Poems translated by Ruth Feldman and Brian Swann and published by Faber and Faber.
x070_macmillan_walcott_collected_poems_reference	Macmillan: Collected Poems, 1948-1984	publisher_reference_series	Official Macmillan/FSG page for Derek Walcott's Collected Poems, 1948-1984	accessed 2026-05-04	Macmillan, Collected Poems, 1948-1984, https://us.macmillan.com/books/9780374520250/collectedpoems19481984/	Farrar, Straus and Giroux paperback listing	Derek Walcott	Macmillan / Farrar, Straus and Giroux	Publisher page; supports collection identity and publication record	Targeted X070 public publisher review	X070	extracted	Official publisher page identifies the collection and describes its scope.
x070_nobel_milosz_bibliography_reference	Nobel Prize: Czeslaw Milosz Bibliography	prize_or_reception_layer	Nobel Prize bibliography listing multiple Milosz Selected Poems editions	accessed 2026-05-04	NobelPrize.org, Czeslaw Milosz Bibliography, https://www.nobelprize.org/prizes/literature/1980/milosz/bibliography/	online laureate bibliography	Nobel Prize Outreach	Nobel Prize Outreach	Reception/bibliographic layer; exact selected-poems support	Targeted X070 public Nobel bibliography review	X070	extracted	Lists Selected Poems editions including 1968, 1973, and Selected Poems 1931-2004.
x070_nobel_walcott_bibliography_reference	Nobel Prize: Derek Walcott Bibliography	prize_or_reception_layer	Nobel Prize bibliography listing Walcott's Collected Poems 1948-1984	accessed 2026-05-04	NobelPrize.org, Derek Walcott Bibliography, https://www.nobelprize.org/prizes/literature/1992/walcott/bibliography/	online laureate bibliography	Nobel Prize Outreach	Nobel Prize Outreach	Reception/bibliographic layer; not a teaching anthology	Targeted X070 public Nobel bibliography review	X070	extracted	Lists Collected Poems 1948-1984 in Walcott's Nobel bibliography.
x070_penguin_random_house_blow_up_reference	Penguin Random House: Blow-Up	publisher_reference_series	Official Penguin Random House page for Blow-Up: And Other Stories	accessed 2026-05-04	Penguin Random House, Blow-Up by Julio Cortazar, https://www.penguinrandomhouse.com/books/32198/blow-up-by-julio-cortazar/	Pantheon paperback listing	Julio Cortazar	Penguin Random House / Pantheon	Publisher page; supports current English collection title and contents	Targeted X070 public publisher review	X070	extracted	Official publisher page identifies Blow-Up: And Other Stories and lists the collection details.
x070_poetry_foundation_bradstreet_tenth_muse_reference	Poetry Foundation: Anne Bradstreet	reference_encyclopedia	Poetry Foundation poet biography with work-specific The Tenth Muse discussion	accessed 2026-05-04	Poetry Foundation, Anne Bradstreet, https://www.poetryfoundation.org/poets/anne-bradstreet	online poet biography	Poetry Foundation	Poetry Foundation	Author biography; supports work-specific collection identity and reception	Targeted X070 public reference review	X070	extracted	Confirms The Tenth Muse as Bradstreet's poetry volume first published in London in 1650.
x070_poetry_foundation_hikmet_selected_poems_reference	Poetry Foundation: Nazim Hikmet	reference_encyclopedia	Poetry Foundation biography listing Hikmet's Selected Poems	accessed 2026-05-04	Poetry Foundation, Nazim Hikmet, https://www.poetryfoundation.org/poets/nazim-hikmet	online poet biography	Poetry Foundation	Poetry Foundation	Author biography; supports selected-poems translation identity	Targeted X070 public reference review	X070	extracted	Lists Selected Poems (1967; translated by Taner Baybars) among Hikmet's English translations.
x070_poetry_foundation_primo_levi_reference	Poetry Foundation: Primo Levi	reference_encyclopedia	Poetry Foundation biography with work-specific Collected Poems: Primo Levi discussion	accessed 2026-05-04	Poetry Foundation, Primo Levi, https://www.poetryfoundation.org/poets/primo-levi	online poet biography	Poetry Foundation	Poetry Foundation	Author biography; supports work-specific poetry collection identity	Targeted X070 public reference review	X070	extracted	Identifies Collected Poems: Primo Levi and its translated collection scope.
x070_washington_post_milosz_selected_poems_review	Washington Post: Czeslaw Milosz and the Laurels of Literature	prize_or_reception_layer	Washington Post review discussion of Milosz's Selected Poems	accessed 2026-05-04	Czeslaw Milosz And the Laurels Of Literature, Washington Post, 1981-06-14, https://www.washingtonpost.com/archive/entertainment/books/1981/06/14/czeslaw-milosz-and-the-laurels-of-literature/652bcf28-046e-44e3-9c16-1b63f5fe230f/	newspaper review	Washington Post	Washington Post	Reception/review evidence; supports selected-poems identity and English reception	Targeted X070 public review/reception review	X070	extracted	Discusses Selected Poems as the representative English collection available after the Nobel award.
